50.333333,3.933333,50:20:00N,3:56:00E,Gognies-Chaussée
44.2,6.216667,44:12:00N,6:13:00E,Villevielle
44.2,6.216667,44:12:00N,6:13:00E,Villevieille
45.516667,3.916667,45:31:00N,3:55:00E,Villeveyre
47.333333,1.1,47:20:00N,1:06:00E,Vreigne
47.3,3.583333,47:18:00N,3:35:00E,Villaine
49.216667,6.933333,49:13:00N,6:56:00E,Vieux-Stiring
49.216667,6.933333,49:13:00N,6:56:00E,Alt-Stieringen
49.216667,6.933333,49:13:00N,6:56:00E,Steininger
44.733333,2.65,44:44:00N,2:39:00E,Vallon
45.55,4.083333,45:33:00N,4:05:00E,Vidrieux
45.55,4.083333,45:33:00N,4:05:00E,Vidrieu
45.366667,2.516667,45:22:00N,2:31:00E,Verchales-Soutro
47.4,3.85,47:24:00N,3:51:00E,Villurbain
43.95,-1.3,43:57:00N,1:18:00W,Vielle-Saint-Girons
45.416667,.3,45:25:00N,0:18:00E,Vendoire
45.3,2.4,45:18:00N,2:24:00E,Vendes
45.2,6.716667,45:12:00N,6:43:00E,Villarodin-Bourget
45.2,6.716667,45:12:00N,6:43:00E,Villarodin
48.65,5.716667,48:39:00N,5:43:00E,Xousse
46.583333,3.466667,46:35:00N,3:28:00E,Vernoy
50.216667,2.166667,50:13:00N,2:10:00E,Wavans
50.216667,2.166667,50:13:00N,2:10:00E,Wavans-sur-l’Authie
47.733333,-1.083333,47:44:00N,1:05:00W,Vergonnes
47.95,-4.233333,47:57:00N,4:14:00W,Viny
44.283333,6.233333,44:17:00N,6:14:00E,Vaux
49.333333,5.233333,49:20:00N,5:14:00E,Vilosnes-sur-Meuse
49.333333,5.233333,49:20:00N,5:14:00E,Vilosnes
45.483333,.283333,45:29:00N,0:17:00E,Villebois-Lavalette
45.483333,.283333,45:29:00N,0:17:00E,Villebois
47.916667,1.966667,47:55:00N,1:58:00E,Vomimbert
47.916667,1.966667,47:55:00N,1:58:00E,Vaumambert
46,1.583333,46:00:00N,1:35:00E,Villemaunay
46,1.583333,46:00:00N,1:35:00E,Villemaumy
45.516667,4.366667,45:31:00N,4:22:00E,Villemagne
45.416667,.233333,45:25:00N,0:14:00E,Vaux-Lavalette
45.666667,2.516667,45:40:00N,2:31:00E,Veyrières
50.883333,2.4,50:53:00N,2:24:00E,Zeggers-Cappel
49.883333,1.066667,49:53:00N,1:04:00E,Val Bréhout
44.1,6.933333,44:06:00N,6:56:00E,Valberg
46.05,1.1,46:03:00N,1:06:00E,Virat
46.05,1.1,46:03:00N,1:06:00E,Viret
49.133333,1.516667,49:08:00N,1:31:00E,Varize
49.066667,1.733333,49:04:00N,1:44:00E,Vienne-en-Arthies
49.066667,1.733333,49:04:00N,1:44:00E,Vienne
45.816667,1.383333,45:49:00N,1:23:00E,Virolle
44.166667,4.316667,44:10:00N,4:19:00E,Vendras
43.716667,1.5,43:43:00N,1:30:00E,Villariès
44.95,.05,44:57:00N,0:03:00E,Villefranche-de-Longchat
44.95,.05,44:57:00N,0:03:00E,Villefranche-de-Longchapt
44.95,.05,44:57:00N,0:03:00E,Villefranche
44.95,.05,44:57:00N,0:03:00E,Villefranche-de-Lonchapt
46.266667,2.45,46:16:00N,2:27:00E,Vallière
45.55,3.783333,45:33:00N,3:47:00E,Valleyre
44.75,6.75,44:45:00N,6:45:00E,Villargaudin
45.633333,3.483333,45:38:00N,3:29:00E,Ychamp
46.033333,2.616667,46:02:00N,2:37:00E,Vergheas
48.683333,.6,48:41:00N,0:36:00E,Saint-Martin-d’Aspres
48.683333,.6,48:41:00N,0:36:00E,Saint-Martin
45.216667,6.466667,45:13:00N,6:28:00E,Saint-Martin-d’Arc
45.216667,6.466667,45:13:00N,6:28:00E,Saint-Martin
45.133333,4.466667,45:08:00N,4:28:00E,Rejasses
47.183333,.5,47:11:00N,0:30:00E,Montilliers
44.4,6.466667,44:24:00N,6:28:00E,Montagnac
44.883333,1.4,44:53:00N,1:24:00E,Peyrillac-et-Millac
48.783333,-3.233333,48:47:00N,3:14:00W,Tréguier
48.4,-4.45,48:24:00N,4:27:00W,Saint-Marc
48.1,-4.35,48:06:00N,4:21:00W,Saint-Jean
48.016667,-3.666667,48:01:00N,3:40:00W,Saint-Jean
46.333333,2.616667,46:20:00N,2:37:00E,Saint-Jean
48.266667,-4.2,48:16:00N,4:12:00W,Rosnoën
48.15,-3.55,48:09:00N,3:33:00W,Saint-Nicolas
46.033333,1.583333,46:02:00N,1:35:00E,Saint-Goussaud
50.75,1.683333,50:45:00N,1:41:00E,Souverain-Moulin
45.333333,2.383333,45:20:00N,2:23:00E,Séviolle
48.55,-4.05,48:33:00N,4:03:00W,Rusquec
48.35,6.966667,48:21:00N,6:58:00E,Repel
45.633333,.05,45:38:00N,0:03:00E,Trois-Palis
48.55,7.683333,48:33:00N,7:41:00E,Trois-Moulins
44.866667,1.35,44:52:00N,1:21:00E,Saint-Julien-de-Lampon
44.866667,1.35,44:52:00N,1:21:00E,Saint-Julien
43.933333,3,43:56:00N,3:00:00E,Saint-Jean-et-Saint-Paul
48.7,-3.766667,48:42:00N,3:46:00W,Saint-Jean-du-Doigt
48.7,-3.766667,48:42:00N,3:46:00W,Saint-Jean
45.45,2.533333,45:27:00N,2:32:00E,Péage
47.6,6.95,47:36:00N,6:57:00E,Rechotte
48.583333,-3.616667,48:35:00N,3:37:00W,Saint-Méen
46.45,-.816667,46:27:00N,0:49:00W,Saint-Médard-des-Prés
46.45,-.816667,46:27:00N,0:49:00W,Saint-Médard
45.033333,.35,45:02:00N,0:21:00E,Saint-Médard-de-Mussidan
45.033333,.35,45:02:00N,0:21:00E,Saint-Médard
45.516667,-.116667,45:31:00N,0:07:00W,Viville
45.516667,-.133333,45:31:00N,0:08:00W,Saint-Médard-de-Barbezieux
45.516667,-.133333,45:31:00N,0:08:00W,Saint-Médard
45.533333,.35,45:32:00N,0:21:00E,Rougnac
48.716667,-3.466667,48:43:00N,3:28:00W,Saint-Patrice
47.85,-4.033333,47:51:00N,4:02:00W,Trégounour
47.85,-4.033333,47:51:00N,4:02:00W,Trégeunour
48.416667,-4.6,48:25:00N,4:36:00W,Trégorf
46.6,3.55,46:36:00N,3:33:00E,Saint-Jacques
48.116667,-3.45,48:07:00N,3:27:00W,Saint-Adrien
48.283333,-4.516667,48:17:00N,4:31:00W,Rostellec
48.183333,-3.85,48:11:00N,3:51:00W,Stanlach
48.95,2.383333,48:57:00N,2:23:00E,Stains
44.866667,.266667,44:52:00N,0:16:00E,Saint-Nazaire
48.25,6.416667,48:15:00N,6:25:00E,Thaon-les-Vosges
48.25,6.416667,48:15:00N,6:25:00E,Thaon
45.516667,2.466667,45:31:00N,2:28:00E,Thalamy
45.483333,.233333,45:29:00N,0:14:00E,Ronsenac
45.433333,2.35,45:26:00N,2:21:00E,Sainte-Marie
45.433333,2.35,45:26:00N,2:21:00E,Sainte-Marie-Lapanouze
44.983333,5.683333,44:59:00N,5:41:00E,Seitere
44.983333,5.683333,44:59:00N,5:41:00E,Setérié
44.833333,1.25,44:50:00N,1:15:00E,Vitrac
49.75,1.733333,49:45:00N,1:44:00E,Villers
47.55,3.183333,47:33:00N,3:11:00E,Treigny
48.166667,-3.95,48:10:00N,3:57:00W,Treguron
